case,event,date,numeric
1804r,check system,2016-09-18 18:06:01,2148
1804r,accept,2016-09-18 18:06:01,40148
1804r,send decision e-mail,2016-09-18 18:06:01,3148
1805r,register application,2016-09-18 10:06:01,1148
1805r,check credit,2016-09-18 13:06:01,1148
1805r,calculate capacity,2016-09-18 12:06:01,20148
1805r,check system,2016-09-18 18:06:01,2148
1805r,accept,2016-09-18 18:06:01,40148
1805r,send decision e-mail,2016-09-18 18:06:01,3148
1806r,register application,2016-09-18 10:06:01,1148
1806r,check credit,2016-09-18 13:53:01,5632
1806r,calculate capacity,2016-09-18 12:53:01,24632
1806r,check system,2016-09-18 18:53:01,6632
1806r,accept,2016-09-18 18:53:01,44632
1806r,send decision e-mail,2016-09-18 18:53:01,7632
1807r,register application,2016-09-19 10:53:01,5632
1807r,check credit,2016-09-19 13:53:01,5632
1807r,calculate capacity,2016-09-19 12:53:01,24632
1807r,check system,2016-09-19 18:53:01,6632
1807r,accept,2016-09-19 18:53:01,44632
1807r,send decision e-mail,2016-09-19 18:53:01,7632
1808r,register application,2016-09-19 10:53:01,5632
1808r,check credit,2016-09-19 13:53:01,5632
1808r,calculate capacity,2016-09-19 12:53:01,24632
1808r,check system,2016-09-19 18:53:01,6632
1808r,accept,2016-09-19 18:53:01,44632
1808r,send decision e-mail,2016-09-19 18:53:01,7632
1809r,register application,2016-09-19 10:53:01,5632
1809r,check credit,2016-09-19 13:53:01,5632
1809r,calculate capacity,2016-09-19 12:53:01,24632
1809r,check system,2016-09-19 18:53:01,6632
1809r,accept,2016-09-19 18:53:01,44632
1809r,send decision e-mail,2016-09-19 18:53:01,7632
1810r,register application,2016-09-19 10:53:01,5632
1810r,check credit,2016-09-19 13:53:01,5632
1810r,calculate capacity,2016-09-19 12:53:01,24632
1810r,check system,2016-09-19 18:53:01,6632
1810r,accept,2016-09-19 18:53:01,44632
1810r,send decision e-mail,2016-09-19 18:53:01,7632
1811r,register application,2016-09-19 10:53:01,5632
1811r,check credit,2016-09-19 13:53:01,5632
1811r,calculate capacity,2016-09-19 12:53:01,24632
1811r,check system,2016-09-19 18:53:01,6632
1811r,accept,2016-09-19 18:53:01,44632
1811r,send decision e-mail,2016-09-19 18:53:01,7632
1812r,register application,2016-09-19 10:53:01,5632
1812r,check credit,2016-09-19 13:18:01,5283
1812r,calculate capacity,2016-09-19 12:18:01,24283
1812r,check system,2016-09-19 18:18:01,6283
1812r,accept,2016-09-19 18:18:01,44283
1812r,send decision e-mail,2016-09-19 18:18:01,7283
1813r,register application,2016-09-19 10:18:01,5283
1813r,check credit,2016-09-19 13:18:01,5283
1813r,calculate capacity,2016-09-19 12:18:01,24283
1813r,check system,2016-09-19 18:18:01,6283
1813r,accept,2016-09-19 18:18:01,44283
1813r,send decision e-mail,2016-09-19 18:18:01,7283
1814r,register application,2016-09-20 10:18:01,5283
1814r,check credit,2016-09-20 13:18:01,5283
1814r,calculate capacity,2016-09-20 12:18:01,24283
1814r,check system,2016-09-20 18:18:01,6283
1814r,accept,2016-09-20 18:18:01,44283
1814r,send decision e-mail,2016-09-20 18:18:01,7283
1815r,register application,2016-09-20 10:18:01,5283
1815r,check credit,2016-09-20 13:18:01,5283
1815r,calculate capacity,2016-09-20 12:18:01,24283
1815r,check system,2016-09-20 18:18:01,6283
1815r,accept,2016-09-20 18:18:01,44283
1815r,send decision e-mail,2016-09-20 18:18:01,7283
1816r,register application,2016-09-20 10:18:01,5283
1816r,check credit,2016-09-20 13:18:01,5283
1816r,calculate capacity,2016-09-20 12:18:01,24283
1816r,check system,2016-09-20 18:18:01,6283
1816r,accept,2016-09-20 18:18:01,44283
1816r,send decision e-mail,2016-09-20 18:18:01,7283
1817r,register application,2016-09-20 10:18:01,5283
1817r,check credit,2016-09-20 13:18:01,5283
1817r,calculate capacity,2016-09-20 12:18:01,24283
1817r,check system,2016-09-20 18:18:01,6283
1817r,accept,2016-09-20 18:18:01,44283
1817r,send decision e-mail,2016-09-20 18:18:01,7283
1818r,register application,2016-09-20 10:18:01,5283
1818r,check credit,2016-09-20 13:18:01,5283
1818r,calculate capacity,2016-09-20 12:18:01,24283
1818r,check system,2016-09-20 18:18:01,6283
1818r,accept,2016-09-20 18:18:01,44283
1818r,send decision e-mail,2016-09-20 18:18:01,7283
1819r,register application,2016-09-20 10:18:01,5283
1819r,check credit,2016-09-20 13:18:01,5283
1819r,calculate capacity,2016-09-20 12:18:01,24283
1819r,check system,2016-09-20 18:18:01,6283
1819r,accept,2016-09-20 18:18:01,44283
1819r,send decision e-mail,2016-09-20 18:18:01,7283
1820r,register application,2016-09-20 10:18:01,5283
1820r,check credit,2016-09-20 13:33:01,3391
1820r,calculate capacity,2016-09-20 12:33:01,22391
1820r,check system,2016-09-20 18:33:01,4391
1820r,accept,2016-09-20 18:33:01,42391
1820r,send decision e-mail,2016-09-20 18:33:01,5391
1821r,register application,2016-09-21 10:33:01,3391
1821r,check credit,2016-09-21 13:33:01,3391
1821r,calculate capacity,2016-09-21 12:33:01,22391
1821r,check system,2016-09-21 18:33:01,4391
1821r,accept,2016-09-21 18:33:01,42391
1821r,send decision e-mail,2016-09-21 18:33:01,5391
1822r,register application,2016-09-21 10:33:01,3391
1822r,check credit,2016-09-21 13:33:01,3391
1822r,calculate capacity,2016-09-21 12:33:01,22391
1822r,check system,2016-09-21 18:33:01,4391
1822r,accept,2016-09-21 18:33:01,42391
1822r,send decision e-mail,2016-09-21 18:33:01,5391
1823r,register application,2016-09-21 10:33:01,3391
1823r,check credit,2016-09-21 13:33:01,3391
1823r,calculate capacity,2016-09-21 12:33:01,22391
1823r,check system,2016-09-21 18:33:01,4391
1823r,accept,2016-09-21 18:33:01,42391
1823r,send decision e-mail,2016-09-21 18:33:01,5391
1824r,register application,2016-09-21 10:33:01,3391
1824r,check credit,2016-09-21 13:33:01,3391
1824r,calculate capacity,2016-09-21 12:33:01,22391
1824r,check system,2016-09-21 18:33:01,4391
1824r,accept,2016-09-21 18:33:01,42391
1824r,send decision e-mail,2016-09-21 18:33:01,5391
1825r,register application,2016-09-21 10:33:01,3391
1825r,check credit,2016-09-21 13:33:01,3391
1825r,calculate capacity,2016-09-21 12:33:01,22391
1825r,check system,2016-09-21 18:33:01,4391
1825r,accept,2016-09-21 18:33:01,42391
1825r,send decision e-mail,2016-09-21 18:33:01,5391
1826r,register application,2016-09-21 10:33:01,3391
1826r,check credit,2016-09-21 13:33:01,3391
1826r,calculate capacity,2016-09-21 12:33:01,22391
1826r,check system,2016-09-21 18:33:01,4391
1826r,accept,2016-09-21 18:33:01,42391
1826r,send decision e-mail,2016-09-21 18:33:01,5391
1827r,register application,2016-09-21 10:33:01,3391
1827r,check credit,2016-09-21 13:33:01,3391
1827r,calculate capacity,2016-09-21 12:33:01,22391
1827r,check system,2016-09-21 18:33:01,4391
1827r,accept,2016-09-21 18:33:01,42391
1827r,send decision e-mail,2016-09-21 18:33:01,5391
1828r,register application,2016-09-22 10:33:01,3391
1828r,check credit,2016-09-22 13:33:01,3391
1828r,calculate capacity,2016-09-22 12:33:01,22391
1828r,check system,2016-09-22 18:33:01,4391
1828r,accept,2016-09-22 18:33:01,42391
1828r,send decision e-mail,2016-09-22 18:33:01,5391
1829r,register application,2016-09-22 10:33:01,3391
1829r,check credit,2016-09-22 13:26:01,5451
1829r,calculate capacity,2016-09-22 12:26:01,24451
1829r,check system,2016-09-22 18:26:01,6451
1829r,accept,2016-09-22 18:26:01,44451
1829r,send decision e-mail,2016-09-22 18:26:01,7451
1830r,register application,2016-09-22 10:26:01,5451
1830r,check credit,2016-09-22 13:26:01,5451
1830r,calculate capacity,2016-09-22 12:26:01,24451
1830r,check system,2016-09-22 18:26:01,6451
1830r,accept,2016-09-22 18:26:01,44451
1830r,send decision e-mail,2016-09-22 18:26:01,7451
1831r,register application,2016-09-22 10:26:01,5451
1831r,check credit,2016-09-22 13:26:01,5451
1831r,calculate capacity,2016-09-22 12:26:01,24451
1831r,check system,2016-09-22 18:26:01,6451
1831r,accept,2016-09-22 18:26:01,44451
1831r,send decision e-mail,2016-09-22 18:26:01,7451
1832r,register application,2016-09-22 10:26:01,5451
1832r,check credit,2016-09-22 13:26:01,5451
1832r,calculate capacity,2016-09-22 12:26:01,24451
1832r,check system,2016-09-22 18:26:01,6451
1832r,accept,2016-09-22 18:26:01,44451
1832r,send decision e-mail,2016-09-22 18:26:01,7451
1833r,register application,2016-09-22 10:26:01,5451
1833r,check credit,2016-09-22 13:26:01,5451
1833r,calculate capacity,2016-09-22 12:26:01,24451
1833r,check system,2016-09-22 18:26:01,6451
1833r,accept,2016-09-22 18:26:01,44451
1833r,send decision e-mail,2016-09-22 18:26:01,7451
1834r,register application,2016-09-22 10:26:01,5451
1834r,check credit,2016-09-22 13:26:01,5451
1834r,calculate capacity,2016-09-22 12:26:01,24451
1834r,check system,2016-09-22 18:26:01,6451
1834r,accept,2016-09-22 18:26:01,44451
1834r,send decision e-mail,2016-09-22 18:26:01,7451
1835r,register application,2016-09-23 10:26:01,5451
1835r,check credit,2016-09-23 13:26:01,5451
1835r,calculate capacity,2016-09-23 12:26:01,24451
1835r,check system,2016-09-23 18:26:01,6451
1835r,accept,2016-09-23 18:26:01,44451
1835r,send decision e-mail,2016-09-23 18:26:01,7451
1836r,register application,2016-09-23 10:26:01,5451
1836r,check credit,2016-09-23 13:26:01,5451
1836r,calculate capacity,2016-09-23 12:26:01,24451
1836r,check system,2016-09-23 18:26:01,6451
1836r,accept,2016-09-23 18:26:01,44451
1836r,send decision e-mail,2016-09-23 18:26:01,7451
1837r,register application,2016-09-23 10:26:01,5451
1837r,check credit,2016-09-23 13:26:01,5451
1837r,calculate capacity,2016-09-23 12:26:01,24451
1837r,check system,2016-09-23 18:26:01,6451
1837r,accept,2016-09-23 18:26:01,44451
1837r,send decision e-mail,2016-09-23 18:26:01,7451
1838r,register application,2016-09-23 10:26:01,5451
1838r,check credit,2016-09-23 13:26:01,5451
1838r,calculate capacity,2016-09-23 12:26:01,24451
1838r,check system,2016-09-23 18:26:01,6451
1838r,accept,2016-09-23 18:26:01,44451
1838r,send decision e-mail,2016-09-23 18:43:01,6219
1839r,register application,2016-09-23 10:43:01,4219
1839r,check credit,2016-09-23 13:43:01,4219
1839r,calculate capacity,2016-09-23 12:43:01,23219
1839r,check system,2016-09-23 18:43:01,5219
1839r,accept,2016-09-23 18:43:01,43219
1839r,send decision e-mail,2016-09-23 18:43:01,6219
1840r,register application,2016-09-23 10:43:01,4219
1840r,check credit,2016-09-23 13:43:01,4219
1840r,calculate capacity,2016-09-23 12:43:01,23219
1840r,check system,2016-09-23 18:43:01,5219
1840r,accept,2016-09-23 18:43:01,43219
1840r,send decision e-mail,2016-09-23 18:43:01,6219
1841r,register application,2016-09-23 10:43:01,4219
1841r,check credit,2016-09-23 13:43:01,4219
1841r,calculate capacity,2016-09-23 12:43:01,23219
1841r,check system,2016-09-23 18:43:01,5219
1841r,accept,2016-09-23 18:43:01,43219
1841r,send decision e-mail,2016-09-23 18:43:01,6219
1842r,register application,2016-09-24 10:43:01,4219
1842r,check credit,2016-09-24 13:43:01,4219
1842r,calculate capacity,2016-09-24 12:43:01,23219
1842r,check system,2016-09-24 18:43:01,5219
1842r,accept,2016-09-24 18:43:01,43219
1842r,send decision e-mail,2016-09-24 18:43:01,6219
1843r,register application,2016-09-24 10:43:01,4219
1843r,check credit,2016-09-24 13:43:01,4219
1843r,calculate capacity,2016-09-24 12:43:01,23219
1843r,check system,2016-09-24 18:43:01,5219
1843r,accept,2016-09-24 18:43:01,43219
1843r,send decision e-mail,2016-09-24 18:43:01,6219
1844r,register application,2016-09-24 10:43:01,4219
1844r,check credit,2016-09-24 13:43:01,4219
1844r,calculate capacity,2016-09-24 12:43:01,23219
1844r,check system,2016-09-24 18:43:01,5219
1844r,accept,2016-09-24 18:43:01,43219
1844r,send decision e-mail,2016-09-24 18:43:01,6219
1845r,register application,2016-09-24 10:43:01,4219
1845r,check credit,2016-09-24 13:43:01,4219
1845r,calculate capacity,2016-09-24 12:43:01,23219
1845r,check system,2016-09-24 18:43:01,5219
1845r,accept,2016-09-24 18:43:01,43219
1845r,send decision e-mail,2016-09-24 18:43:01,6219
1846r,register application,2016-09-24 10:43:01,4219
1846r,check credit,2016-09-24 13:43:01,4219
1846r,calculate capacity,2016-09-24 12:43:01,23219
1846r,check system,2016-09-24 18:43:01,5219
1846r,accept,2016-09-24 18:43:01,43219
1846r,send decision e-mail,2016-09-24 18:43:01,6219
1847r,register application,2016-09-24 10:43:01,4219
1847r,check credit,2016-09-24 13:43:01,4219
1847r,calculate capacity,2016-09-24 12:43:01,23219
1847r,check system,2016-09-24 18:43:01,5219
1847r,accept,2016-09-24 18:43:01,43219
1847r,send decision e-mail,2016-09-24 18:43:01,6219
1848r,register application,2016-09-24 10:43:01,4219
1848r,check credit,2016-09-24 13:07:01,1563
1848r,calculate capacity,2016-09-24 12:07:01,20563
1848r,check system,2016-09-24 18:07:01,2563
1848r,accept,2016-09-24 18:07:01,40563
1848r,send decision e-mail,2016-09-24 18:07:01,3563
1849r,register application,2016-09-25 10:07:01,1563
1849r,check credit,2016-09-25 13:07:01,1563
1849r,calculate capacity,2016-09-25 12:07:01,20563
1849r,check system,2016-09-25 18:07:01,2563
1849r,accept,2016-09-25 18:07:01,40563
1849r,send decision e-mail,2016-09-25 18:07:01,3563
1850r,register application,2016-09-25 10:07:01,1563
1850r,check credit,2016-09-25 13:07:01,1563
1850r,calculate capacity,2016-09-25 12:07:01,20563
1850r,check system,2016-09-25 18:07:01,2563
1850r,accept,2016-09-25 18:07:01,40563
1850r,send decision e-mail,2016-09-25 18:07:01,3563
1851r,register application,2016-09-25 10:07:01,1563
1851r,check credit,2016-09-25 13:07:01,1563
1851r,calculate capacity,2016-09-25 12:07:01,20563
1851r,check system,2016-09-25 18:07:01,2563
1851r,accept,2016-09-25 18:07:01,40563
1851r,send decision e-mail,2016-09-25 18:07:01,3563
1852r,register application,2016-09-25 10:07:01,1563
1852r,check credit,2016-09-25 13:07:01,1563
1852r,calculate capacity,2016-09-25 12:07:01,20563
1852r,check system,2016-09-25 18:07:01,2563
1852r,accept,2016-09-25 18:07:01,40563
1852r,send decision e-mail,2016-09-25 18:07:01,3563
1853r,register application,2016-09-25 10:07:01,1563
1853r,check credit,2016-09-25 13:07:01,1563
1853r,calculate capacity,2016-09-25 12:07:01,20563
1853r,check system,2016-09-25 18:07:01,2563
1853r,accept,2016-09-25 18:07:01,40563
1853r,send decision e-mail,2016-09-25 18:07:01,3563
1854r,register application,2016-09-25 10:07:01,1563
1854r,check credit,2016-09-25 13:07:01,1563
1854r,calculate capacity,2016-09-25 12:07:01,20563
1854r,check system,2016-09-25 18:07:01,2563
1854r,accept,2016-09-25 18:07:01,40563
1854r,send decision e-mail,2016-09-25 18:07:01,3563
1855r,register application,2016-09-25 10:07:01,1563
1855r,check credit,2016-09-25 13:07:01,1563
1855r,calculate capacity,2016-09-25 12:07:01,20563
1855r,check system,2016-09-25 18:07:01,2563
1855r,accept,2016-09-25 18:07:01,40563
1855r,send decision e-mail,2016-09-25 18:07:01,3563
1856r,register application,2016-09-26 10:07:01,1563
1856r,check credit,2016-09-26 13:07:01,1563
1856r,calculate capacity,2016-09-26 12:07:01,20563
1856r,check system,2016-09-26 18:07:01,2563
1856r,accept,2016-09-26 18:07:01,40563
1856r,send decision e-mail,2016-09-26 18:07:01,3563
1857r,register application,2016-09-26 10:07:01,1563
1857r,check credit,2016-09-26 13:22:01,5422
1857r,calculate capacity,2016-09-26 12:22:01,24422
1857r,check system,2016-09-26 18:22:01,6422
1857r,accept,2016-09-26 18:22:01,44422
1857r,send decision e-mail,2016-09-26 18:22:01,7422
1858r,register application,2016-09-26 10:22:01,5422
1858r,check credit,2016-09-26 13:22:01,5422
1858r,calculate capacity,2016-09-26 12:22:01,24422
1858r,check system,2016-09-26 18:22:01,6422
1858r,accept,2016-09-26 18:22:01,44422
1858r,send decision e-mail,2016-09-26 18:22:01,7422
1859r,register application,2016-09-26 10:22:01,5422
1859r,check credit,2016-09-26 13:22:01,5422
1859r,calculate capacity,2016-09-26 12:22:01,24422
1859r,check system,2016-09-26 18:22:01,6422
1859r,accept,2016-09-26 18:22:01,44422
1859r,send decision e-mail,2016-09-26 18:22:01,7422
1860r,register application,2016-09-26 10:22:01,5422
1860r,check credit,2016-09-26 13:22:01,5422
1860r,calculate capacity,2016-09-26 12:22:01,24422
1860r,check system,2016-09-26 18:22:01,6422
1860r,accept,2016-09-26 18:22:01,44422
1860r,send decision e-mail,2016-09-26 18:22:01,7422
1861r,register application,2016-09-26 10:22:01,5422
1861r,check credit,2016-09-26 13:22:01,5422
1861r,calculate capacity,2016-09-26 12:22:01,24422
1861r,check system,2016-09-26 18:22:01,6422
1861r,accept,2016-09-26 18:22:01,44422
1861r,send decision e-mail,2016-09-26 18:22:01,7422
1862r,register application,2016-09-26 10:22:01,5422
1862r,check credit,2016-09-26 13:22:01,5422
1862r,calculate capacity,2016-09-26 12:22:01,24422
1862r,check system,2016-09-26 18:22:01,6422
1862r,accept,2016-09-26 18:22:01,44422
1862r,send decision e-mail,2016-09-26 18:22:01,7422
1863r,register application,2016-09-27 10:22:01,5422
1863r,check credit,2016-09-27 13:22:01,5422
1863r,calculate capacity,2016-09-27 12:22:01,24422
1863r,check system,2016-09-27 18:22:01,6422
1863r,accept,2016-09-27 18:22:01,44422
1863r,send decision e-mail,2016-09-27 18:22:01,7422
1864r,register application,2016-09-27 10:22:01,5422
1864r,check credit,2016-09-27 13:22:01,5422
1864r,calculate capacity,2016-09-27 12:22:01,24422
1864r,check system,2016-09-27 18:22:01,6422
1864r,accept,2016-09-27 18:22:01,44422
1864r,send decision e-mail,2016-09-27 18:22:01,7422
1865r,register application,2016-09-27 10:22:01,5422
1865r,check credit,2016-09-27 13:22:01,5422
1865r,calculate capacity,2016-09-27 12:22:01,24422
1865r,check system,2016-09-27 18:22:01,6422
1865r,accept,2016-09-27 18:22:01,44422
1865r,send decision e-mail,2016-09-27 18:22:01,7422
1866r,register application,2016-09-27 10:22:01,5422
1866r,check credit,2016-09-27 13:22:01,5422
1866r,calculate capacity,2016-09-27 12:14:01,22263
1866r,check system,2016-09-27 18:14:01,4263
1866r,accept,2016-09-27 18:14:01,42263
1866r,send decision e-mail,2016-09-27 18:14:01,5263
1867r,register application,2016-09-27 10:14:01,3263
1867r,check credit,2016-09-27 13:14:01,3263
1867r,calculate capacity,2016-09-27 12:14:01,22263
1867r,check system,2016-09-27 18:14:01,4263
1867r,accept,2016-09-27 18:14:01,42263
1867r,send decision e-mail,2016-09-27 18:14:01,5263
1868r,register application,2016-09-27 10:14:01,3263
1868r,check credit,2016-09-27 13:14:01,3263
1868r,calculate capacity,2016-09-27 12:14:01,22263
1868r,check system,2016-09-27 18:14:01,4263
1868r,accept,2016-09-27 18:14:01,42263
1868r,send decision e-mail,2016-09-27 18:14:01,5263
1869r,register application,2016-09-27 10:14:01,3263
1869r,check credit,2016-09-27 13:14:01,3263
1869r,calculate capacity,2016-09-27 12:14:01,22263
1869r,check system,2016-09-27 18:14:01,4263
